ID,n_generation,rank_G0,rank_G1,rank_G2,rank_G3,rank_G4,rank_G5,rank_G6
Hyena_2610,5,35,6,1,NA,NA,NA,NA
Hyena_2611,5,13,1,5,NA,NA,NA,NA
Hyena_2612,5,13,1,5,NA,NA,NA,NA
Hyena_2613,5,8,1,5,NA,NA,NA,NA
Hyena_2614,6,9,4,1,5,NA,NA,NA
Hyena_2615,5,3,1,5,NA,NA,NA,NA
Hyena_2616,5,3,1,5,NA,NA,NA,NA
Hyena_2617,6,1,3,1,5,NA,NA,NA
Hyena_2618,6,1,3,1,5,NA,NA,NA
Hyena_2619,6,19,2,1,5,NA,NA,NA
Hyena_2620,6,19,2,1,5,NA,NA,NA
Hyena_2621,6,8,3,1,5,NA,NA,NA
Hyena_2622,6,13,2,1,5,NA,NA,NA
Hyena_2623,7,4,4,2,1,5,NA,NA
Hyena_2624,6,14,5,1,5,NA,NA,NA
Hyena_2625,6,6,4,1,5,NA,NA,NA
Hyena_2626,6,6,4,1,5,NA,NA,NA
Hyena_2627,6,2,3,1,5,NA,NA,NA
Hyena_2628,6,2,3,1,5,NA,NA,NA
Hyena_2629,5,9,1,5,NA,NA,NA,NA
Hyena_2630,5,9,1,5,NA,NA,NA,NA
Hyena_2631,4,21,6,NA,NA,NA,NA,NA
Hyena_2632,5,7,1,5,NA,NA,NA,NA
Hyena_2633,5,7,1,5,NA,NA,NA,NA
Hyena_2634,5,14,5,3,NA,NA,NA,NA
Hyena_2635,5,14,5,3,NA,NA,NA,NA
Hyena_2636,6,10,2,1,5,NA,NA,NA
Hyena_2637,6,12,5,1,5,NA,NA,NA
Hyena_2638,6,12,5,1,5,NA,NA,NA
Hyena_2639,6,1,3,1,5,NA,NA,NA
Hyena_2640,4,15,4,1,NA,NA,NA,NA
Hyena_2641,7,4,4,2,1,5,NA,NA
Hyena_2642,6,16,22,6,1,NA,NA,NA
Hyena_2643,6,13,5,1,5,NA,NA,NA
Hyena_2644,5,3,1,5,NA,NA,NA,NA
Hyena_2645,5,15,7,4,1,NA,NA,NA
Hyena_2646,5,15,7,4,1,NA,NA,NA
Hyena_2647,7,4,4,2,1,5,NA,NA
Hyena_2648,7,4,4,2,1,5,NA,NA
Hyena_2649,7,4,4,2,1,5,NA,NA
Hyena_2650,6,1,3,1,5,NA,NA,NA
Hyena_2651,6,1,3,1,5,NA,NA,NA
Hyena_2652,5,8,1,5,NA,NA,NA,NA
Hyena_2653,6,5,4,1,5,NA,NA,NA
Hyena_2654,6,2,3,1,5,NA,NA,NA
Hyena_2655,5,9,1,5,NA,NA,NA,NA
Hyena_2656,6,12,5,1,5,NA,NA,NA
Hyena_2657,6,10,2,1,5,NA,NA,NA
Hyena_2658,6,10,2,1,5,NA,NA,NA
Hyena_2659,5,2,1,5,NA,NA,NA,NA
Hyena_2660,5,2,1,5,NA,NA,NA,NA
Hyena_2661,6,16,22,6,1,NA,NA,NA
Hyena_2662,6,5,4,1,5,NA,NA,NA
Hyena_2663,5,7,1,5,NA,NA,NA,NA
Hyena_2664,5,7,1,5,NA,NA,NA,NA
Hyena_2665,5,14,5,3,NA,NA,NA,NA
Hyena_2666,5,14,5,3,NA,NA,NA,NA
Hyena_2667,7,11,15,3,1,5,NA,NA
Hyena_2668,6,3,3,1,5,NA,NA,NA
Hyena_2669,6,6,4,1,5,NA,NA,NA
Hyena_2670,6,6,4,1,5,NA,NA,NA
Hyena_2671,6,12,5,1,5,NA,NA,NA
Hyena_2672,6,12,5,1,5,NA,NA,NA
Hyena_2673,6,19,28,12,1,NA,NA,NA
Hyena_2674,6,19,28,12,1,NA,NA,NA
Hyena_2675,7,5,4,2,1,5,NA,NA
Hyena_2676,7,5,4,2,1,5,NA,NA
Hyena_2677,7,12,15,3,1,5,NA,NA
Hyena_2678,7,12,15,3,1,5,NA,NA
Hyena_2679,5,9,1,5,NA,NA,NA,NA
Hyena_2680,5,9,1,5,NA,NA,NA,NA
Hyena_2681,6,18,28,12,1,NA,NA,NA
Hyena_2682,6,1,3,1,5,NA,NA,NA
Hyena_2683,6,1,3,1,5,NA,NA,NA
Hyena_2684,7,5,4,2,1,5,NA,NA
Hyena_2685,7,5,4,2,1,5,NA,NA
Hyena_2686,7,2,1,3,1,5,NA,NA
Hyena_2687,7,2,1,3,1,5,NA,NA
Hyena_2688,6,4,3,1,5,NA,NA,NA
Hyena_2689,6,4,3,1,5,NA,NA,NA
Hyena_2690,7,11,15,3,1,5,NA,NA
Hyena_2691,7,11,15,3,1,5,NA,NA
Hyena_2692,6,8,4,1,5,NA,NA,NA
Hyena_2693,6,8,4,1,5,NA,NA,NA
Hyena_2694,5,3,1,5,NA,NA,NA,NA
Hyena_2695,5,3,1,5,NA,NA,NA,NA
Hyena_2696,6,7,4,1,5,NA,NA,NA
Hyena_2697,6,17,22,6,1,NA,NA,NA
Hyena_2698,5,15,7,4,1,NA,NA,NA
Hyena_2699,6,1,3,1,5,NA,NA,NA
Hyena_2700,6,9,4,1,5,NA,NA,NA
Hyena_2701,6,15,5,1,5,NA,NA,NA
Hyena_2702,7,15,15,3,1,5,NA,NA
Hyena_2703,6,3,3,1,5,NA,NA,NA
Hyena_2704,6,3,3,1,5,NA,NA,NA
Hyena_2705,7,4,1,3,1,5,NA,NA
Hyena_2706,7,4,1,3,1,5,NA,NA
Hyena_2707,7,2,2,3,1,5,NA,NA
Hyena_2708,7,6,4,2,1,5,NA,NA
Hyena_2709,7,6,4,2,1,5,NA,NA
Hyena_2710,6,1,3,1,5,NA,NA,NA
Hyena_2711,5,18,5,3,NA,NA,NA,NA
Hyena_2712,5,18,5,3,NA,NA,NA,NA
Hyena_2713,5,12,1,5,NA,NA,NA,NA
Hyena_2714,5,12,1,5,NA,NA,NA,NA
Hyena_2715,6,1,3,1,5,NA,NA,NA
Hyena_2716,7,3,2,3,1,5,NA,NA
Hyena_2717,7,3,2,3,1,5,NA,NA
Hyena_2718,6,9,4,1,5,NA,NA,NA
Hyena_2724,2,1,NA,NA,NA,NA,NA,NA
Hyena_2729,2,4,NA,NA,NA,NA,NA,NA
Hyena_2730,2,4,NA,NA,NA,NA,NA,NA
Hyena_2731,2,3,NA,NA,NA,NA,NA,NA
Hyena_2732,2,3,NA,NA,NA,NA,NA,NA
Hyena_2733,2,7,NA,NA,NA,NA,NA,NA
Hyena_2734,2,1,NA,NA,NA,NA,NA,NA
Hyena_2735,2,8,NA,NA,NA,NA,NA,NA
Hyena_2736,2,8,NA,NA,NA,NA,NA,NA
Hyena_2739,2,6,NA,NA,NA,NA,NA,NA
Hyena_2740,2,8,NA,NA,NA,NA,NA,NA
Hyena_2741,2,8,NA,NA,NA,NA,NA,NA
Hyena_2742,3,1,1,NA,NA,NA,NA,NA
Hyena_2743,2,3,NA,NA,NA,NA,NA,NA
Hyena_2744,2,3,NA,NA,NA,NA,NA,NA
Hyena_2745,2,2,NA,NA,NA,NA,NA,NA
Hyena_2747,2,6,NA,NA,NA,NA,NA,NA
Hyena_2748,2,3,NA,NA,NA,NA,NA,NA
Hyena_2749,2,3,NA,NA,NA,NA,NA,NA
Hyena_2750,3,1,1,NA,NA,NA,NA,NA
Hyena_2751,3,1,1,NA,NA,NA,NA,NA
Hyena_2752,2,8,NA,NA,NA,NA,NA,NA
Hyena_2753,2,8,NA,NA,NA,NA,NA,NA
Hyena_2754,3,4,3,NA,NA,NA,NA,NA
Hyena_2755,3,4,3,NA,NA,NA,NA,NA
Hyena_2756,2,7,NA,NA,NA,NA,NA,NA
Hyena_2757,2,7,NA,NA,NA,NA,NA,NA
Hyena_2758,2,5,NA,NA,NA,NA,NA,NA
Hyena_2759,2,5,NA,NA,NA,NA,NA,NA
Hyena_2760,3,4,3,NA,NA,NA,NA,NA
Hyena_2761,3,4,3,NA,NA,NA,NA,NA
Hyena_2762,3,4,3,NA,NA,NA,NA,NA
Hyena_2763,2,5,NA,NA,NA,NA,NA,NA
Hyena_2764,2,8,NA,NA,NA,NA,NA,NA
Hyena_2766,3,5,6,NA,NA,NA,NA,NA
Hyena_2767,3,5,6,NA,NA,NA,NA,NA
Hyena_2768,3,3,3,NA,NA,NA,NA,NA
Hyena_2769,2,1,NA,NA,NA,NA,NA,NA
Hyena_2770,2,7,NA,NA,NA,NA,NA,NA
Hyena_2771,2,7,NA,NA,NA,NA,NA,NA
Hyena_2772,3,4,8,NA,NA,NA,NA,NA
Hyena_2773,4,7,4,3,NA,NA,NA,NA
Hyena_2774,2,2,NA,NA,NA,NA,NA,NA
Hyena_2775,2,2,NA,NA,NA,NA,NA,NA
Hyena_2776,3,5,8,NA,NA,NA,NA,NA
Hyena_2777,2,8,NA,NA,NA,NA,NA,NA
Hyena_2778,2,8,NA,NA,NA,NA,NA,NA
Hyena_2779,3,1,3,NA,NA,NA,NA,NA
Hyena_2780,3,1,3,NA,NA,NA,NA,NA
Hyena_2781,3,4,6,NA,NA,NA,NA,NA
Hyena_2782,3,4,6,NA,NA,NA,NA,NA
Hyena_2783,3,4,5,NA,NA,NA,NA,NA
Hyena_2784,3,4,5,NA,NA,NA,NA,NA
Hyena_2785,4,8,4,3,NA,NA,NA,NA
Hyena_2786,3,6,6,NA,NA,NA,NA,NA
Hyena_2787,3,6,6,NA,NA,NA,NA,NA
Hyena_2788,2,4,NA,NA,NA,NA,NA,NA
Hyena_2789,2,4,NA,NA,NA,NA,NA,NA
Hyena_2790,3,1,3,NA,NA,NA,NA,NA
Hyena_2791,3,11,8,NA,NA,NA,NA,NA
Hyena_2792,2,3,NA,NA,NA,NA,NA,NA
Hyena_2793,2,5,NA,NA,NA,NA,NA,NA
Hyena_2794,3,9,8,NA,NA,NA,NA,NA
Hyena_2795,4,7,4,6,NA,NA,NA,NA
Hyena_2796,2,1,NA,NA,NA,NA,NA,NA
Hyena_2797,3,4,5,NA,NA,NA,NA,NA
Hyena_2798,4,13,4,3,NA,NA,NA,NA
Hyena_2799,4,13,4,3,NA,NA,NA,NA
Hyena_2800,4,11,1,3,NA,NA,NA,NA
Hyena_2801,4,8,5,6,NA,NA,NA,NA
Hyena_2802,4,8,5,6,NA,NA,NA,NA
Hyena_2803,3,10,3,NA,NA,NA,NA,NA
Hyena_2804,4,11,1,3,NA,NA,NA,NA
Hyena_2805,2,16,NA,NA,NA,NA,NA,NA
Hyena_2806,2,1,NA,NA,NA,NA,NA,NA
Hyena_2807,3,5,6,NA,NA,NA,NA,NA
Hyena_2808,5,16,7,4,3,NA,NA,NA
Hyena_2809,4,13,3,3,NA,NA,NA,NA
Hyena_2810,3,8,8,NA,NA,NA,NA,NA
Hyena_2811,3,8,8,NA,NA,NA,NA,NA
Hyena_2812,4,5,4,6,NA,NA,NA,NA
Hyena_2813,3,3,2,NA,NA,NA,NA,NA
Hyena_2814,3,5,6,NA,NA,NA,NA,NA
Hyena_2815,4,12,4,3,NA,NA,NA,NA
Hyena_2816,5,13,8,4,3,NA,NA,NA
Hyena_2817,5,13,8,4,3,NA,NA,NA
Hyena_2818,4,4,6,6,NA,NA,NA,NA
Hyena_2819,4,4,6,6,NA,NA,NA,NA
Hyena_2820,3,3,5,NA,NA,NA,NA,NA
Hyena_2821,4,11,3,3,NA,NA,NA,NA
Hyena_2822,4,11,3,3,NA,NA,NA,NA
Hyena_2823,3,2,2,NA,NA,NA,NA,NA
Hyena_2824,4,6,5,6,NA,NA,NA,NA
Hyena_2825,4,6,5,6,NA,NA,NA,NA
Hyena_2826,4,10,1,3,NA,NA,NA,NA
Hyena_2827,4,9,1,3,NA,NA,NA,NA
Hyena_2828,4,9,1,3,NA,NA,NA,NA
Hyena_2829,3,2,2,NA,NA,NA,NA,NA
Hyena_2830,3,2,2,NA,NA,NA,NA,NA
Hyena_2831,3,1,3,NA,NA,NA,NA,NA
Hyena_2832,5,13,7,4,3,NA,NA,NA
Hyena_2833,5,13,7,4,3,NA,NA,NA
Hyena_2834,3,1,3,NA,NA,NA,NA,NA
Hyena_2835,4,10,4,3,NA,NA,NA,NA
Hyena_2836,4,10,4,3,NA,NA,NA,NA
Hyena_2837,4,5,4,6,NA,NA,NA,NA
Hyena_2838,3,4,5,NA,NA,NA,NA,NA
Hyena_2839,5,13,8,4,3,NA,NA,NA
Hyena_2840,4,11,3,3,NA,NA,NA,NA
Hyena_2841,4,11,3,3,NA,NA,NA,NA
Hyena_2842,4,7,5,6,NA,NA,NA,NA
Hyena_2843,3,1,2,NA,NA,NA,NA,NA
Hyena_2844,3,3,3,NA,NA,NA,NA,NA
Hyena_2845,4,6,6,6,NA,NA,NA,NA
Hyena_2846,5,18,7,4,3,NA,NA,NA
Hyena_2847,4,3,3,2,NA,NA,NA,NA
Hyena_2848,4,3,3,2,NA,NA,NA,NA
Hyena_2849,3,1,2,NA,NA,NA,NA,NA
Hyena_2850,3,1,2,NA,NA,NA,NA,NA
Hyena_2851,4,2,2,2,NA,NA,NA,NA
Hyena_2852,4,7,4,6,NA,NA,NA,NA
Hyena_2853,4,7,4,6,NA,NA,NA,NA
Hyena_2854,6,13,16,7,4,3,NA,NA
Hyena_2855,6,13,16,7,4,3,NA,NA
Hyena_2856,4,6,5,6,NA,NA,NA,NA
Hyena_2857,3,4,3,NA,NA,NA,NA,NA
Hyena_2858,4,7,3,3,NA,NA,NA,NA
Hyena_2859,3,1,2,NA,NA,NA,NA,NA
Hyena_2860,5,8,8,4,3,NA,NA,NA
Hyena_2861,5,8,8,4,3,NA,NA,NA
Hyena_2862,4,3,3,2,NA,NA,NA,NA
Hyena_2863,4,3,3,2,NA,NA,NA,NA
Hyena_2864,3,5,3,NA,NA,NA,NA,NA
Hyena_2865,4,3,2,2,NA,NA,NA,NA
Hyena_2866,5,6,10,1,3,NA,NA,NA
Hyena_2867,4,4,3,2,NA,NA,NA,NA
Hyena_2868,6,8,16,7,4,3,NA,NA
Hyena_2869,6,8,16,7,4,3,NA,NA
Hyena_2870,3,1,2,NA,NA,NA,NA,NA
Hyena_2871,3,1,2,NA,NA,NA,NA,NA
Hyena_2872,4,2,1,2,NA,NA,NA,NA
